  #K-Path    Energy        Mo         S        Si         C         O
# Band-Index    1
    0.000   -6.2453     0.314     0.335     0.004     0.000     0.000
 
# Band-Index   91
    0.000   -6.2434     0.318     0.327     0.005     0.000     0.000
    0.019   -6.2371     0.272     0.332     0.012     0.000     0.000
    0.038   -6.2290     0.291     0.295     0.058     0.000     0.000
    0.057   -6.2431     0.327     0.298     0.000     0.000     0.000
    0.077   -6.2683     0.249     0.333     0.017     0.000     0.000
    0.096   -6.2684     0.255     0.338     0.006     0.000     0.000
    0.115   -6.2671     0.260     0.339     0.002     0.000     0.000
    0.134   -6.2348     0.044     0.049     0.386     0.000     0.000
    0.153   -6.2487     0.058     0.060     0.385     0.000     0.000
    0.172   -6.2592     0.280     0.333     0.000     0.000     0.000
    0.191   -6.2540     0.283     0.330     0.000     0.000     0.000
    0.210   -6.2520     0.313     0.281     0.037     0.000     0.000
    0.230   -6.2763     0.313     0.282     0.036     0.000     0.000
    0.230   -6.2763     0.313     0.282     0.036     0.000     0.000
    0.241   -6.2618     0.301     0.274     0.047     0.000     0.000
    0.252   -6.2712     0.298     0.327     0.000     0.000     0.000
    0.263   -6.2662     0.240     0.209     0.148     0.000     0.000
    0.274   -6.2440     0.305     0.259     0.067     0.000     0.000
    0.285   -6.2253     0.335     0.278     0.032     0.000     0.000
    0.296   -6.2083     0.347     0.292     0.016     0.000     0.000
    0.307   -6.1922     0.352     0.293     0.012     0.000     0.000
    0.318   -6.1766     0.357     0.294     0.008     0.000     0.000
    0.329   -6.1616     0.365     0.293     0.004     0.000     0.000
    0.340   -6.1472     0.364     0.295     0.000     0.000     0.000
    0.351   -6.1464     0.346     0.328     0.000     0.000     0.000
    0.362   -6.1500     0.357     0.329     0.000     0.000     0.000
    0.362   -6.1500     0.357     0.329     0.000     0.000     0.000
    0.384   -6.1742     0.358     0.323     0.000     0.000     0.000
    0.406   -6.1984     0.361     0.317     0.000     0.000     0.000
    0.428   -6.2309     0.358     0.296     0.003     0.000     0.000
    0.450   -6.2648     0.324     0.312     0.000     0.000     0.000
    0.472   -6.2525     0.261     0.233     0.120     0.000     0.000
    0.495   -6.3132     0.132     0.114     0.280     0.000     0.000
    0.517   -6.2980     0.326     0.293     0.000     0.000     0.000
    0.539   -6.2723     0.333     0.309     0.000     0.000     0.000
    0.561   -6.2633     0.337     0.322     0.004     0.000     0.000
    0.583   -6.2341     0.138     0.155     0.261     0.000     0.000
    0.605   -6.2333     0.284     0.314     0.034     0.000     0.000
    0.627   -6.2434     0.318     0.327     0.005     0.000     0.000
 
# Band-Index   92
    0.627   -6.2421     0.319     0.329     0.004     0.000     0.000
    0.605   -6.2313     0.273     0.333     0.012     0.000     0.000
    0.583   -6.2187     0.293     0.299     0.051     0.000     0.000
    0.561   -6.2426     0.327     0.327     0.005     0.000     0.000
    0.539   -6.2680     0.332     0.331     0.000     0.000     0.000
    0.517   -6.2699     0.331     0.301     0.000     0.000     0.000
    0.495   -6.2618     0.331     0.302     0.000     0.000     0.000
    0.472   -6.2346     0.325     0.295     0.001     0.000     0.000
    0.450   -6.2403     0.063     0.057     0.386     0.000     0.000
    0.428   -6.2208     0.353     0.295     0.000     0.000     0.000
    0.406   -6.1876     0.328     0.300     0.000     0.000     0.000
    0.384   -6.1513     0.289     0.329     0.000     0.000     0.000
    0.362   -6.1473     0.325     0.303     0.000     0.000     0.000
    0.362   -6.1473     0.325     0.303     0.000     0.000     0.000
    0.351   -6.1358     0.297     0.267     0.062     0.000     0.000
    0.340   -6.1410     0.295     0.326     0.000     0.000     0.000
    0.329   -6.1552     0.219     0.190     0.168     0.000     0.000
    0.318   -6.1703     0.295     0.251     0.080     0.000     0.000
    0.307   -6.1859     0.330     0.277     0.037     0.000     0.000
    0.296   -6.2021     0.346     0.290     0.016     0.000     0.000
    0.285   -6.2193     0.354     0.295     0.013     0.000     0.000
    0.274   -6.2384     0.361     0.295     0.008     0.000     0.000
    0.263   -6.2622     0.367     0.294     0.004     0.000     0.000
    0.252   -6.2667     0.355     0.302     0.000     0.000     0.000
    0.241   -6.2599     0.358     0.324     0.000     0.000     0.000
    0.230   -6.2451     0.358     0.325     0.000     0.000     0.000
    0.230   -6.2451     0.358     0.325     0.000     0.000     0.000
    0.210   -6.2492     0.369     0.290     0.002     0.000     0.000
    0.191   -6.2424     0.363     0.297     0.004     0.000     0.000
    0.172   -6.2437     0.353     0.315     0.000     0.000     0.000
    0.153   -6.2486     0.350     0.319     0.002     0.000     0.000
    0.134   -6.2281     0.299     0.287     0.044     0.000     0.000
    0.115   -6.2207     0.339     0.319     0.009     0.000     0.000
    0.096   -6.2121     0.346     0.327     0.000     0.000     0.000
    0.077   -6.2106     0.333     0.300     0.000     0.000     0.000
    0.057   -6.2232     0.330     0.296     0.000     0.000     0.000
    0.038   -6.2280     0.257     0.344     0.000     0.000     0.000
    0.019   -6.2354     0.291     0.314     0.037     0.000     0.000
    0.000   -6.2421     0.319     0.329     0.004     0.000     0.000
 
# Band-Index   93
    0.000   -6.2389     0.330     0.333     0.000     0.000     0.000
    0.019   -6.2227     0.318     0.329     0.008     0.000     0.000
    0.038   -6.2115     0.333     0.297     0.000     0.000     0.000
    0.057   -6.2216     0.327     0.326     0.005     0.000     0.000
    0.077   -6.2091     0.330     0.334     0.000     0.000     0.000
    0.096   -6.2080     0.333     0.300     0.000     0.000     0.001
    0.115   -6.2165     0.328     0.301     0.001     0.000     0.001
    0.134   -6.2245     0.266     0.246     0.089     0.000     0.000
    0.153   -6.2341     0.329     0.303     0.000     0.000     0.000
    0.172   -6.2389     0.330     0.299     0.000     0.000     0.000
    0.191   -6.2382     0.328     0.300     0.000     0.000     0.001
    0.210   -6.2482     0.289     0.325     0.000     0.000     0.000
    0.230   -6.2443     0.297     0.323     0.000     0.000     0.000
    0.230   -6.2443     0.297     0.323     0.000     0.000     0.000
    0.241   -6.2572     0.298     0.325     0.000     0.000     0.000
    0.252   -6.2401     0.219     0.194     0.172     0.000     0.000
    0.263   -6.2094     0.143     0.129     0.276     0.000     0.000
    0.274   -6.1925     0.294     0.327     0.000     0.000     0.000
    0.285   -6.1808     0.295     0.325     0.000     0.000     0.000
    0.296   -6.1698     0.295     0.327     0.000     0.000     0.000
    0.307   -6.1596     0.296     0.329     0.000     0.000     0.000
    0.318   -6.1505     0.297     0.330     0.000     0.000     0.000
    0.329   -6.1433     0.303     0.326     0.000     0.000     0.000
    0.340   -6.1402     0.336     0.320     0.000     0.000     0.000
    0.351   -6.1331     0.370     0.296     0.000     0.000     0.000
    0.362   -6.1205     0.358     0.300     0.000     0.000     0.000
    0.362   -6.1205     0.358     0.300     0.000     0.000     0.000
    0.384   -6.1501     0.367     0.294     0.001     0.000     0.000
    0.406   -6.1864     0.363     0.297     0.006     0.000     0.000
    0.428   -6.2144     0.353     0.321     0.000     0.000     0.000
    0.450   -6.2329     0.350     0.316     0.007     0.000     0.000
    0.472   -6.2332     0.312     0.302     0.025     0.000     0.000
    0.495   -6.2541     0.343     0.316     0.007     0.000     0.000
    0.517   -6.2618     0.347     0.326     0.000     0.000     0.000
    0.539   -6.2648     0.344     0.323     0.000     0.000     0.000
    0.561   -6.2376     0.332     0.299     0.000     0.000     0.000
    0.583   -6.2123     0.327     0.307     0.000     0.000     0.000
    0.605   -6.2221     0.288     0.333     0.008     0.000     0.000
    0.627   -6.2389     0.330     0.333     0.000     0.000     0.000
 
# Band-Index   94
    0.627   -6.2387     0.327     0.334     0.000     0.000     0.000
    0.605   -6.2159     0.320     0.329     0.010     0.000     0.000
    0.583   -6.2103     0.288     0.316     0.043     0.000     0.000
    0.561   -6.1922     0.334     0.302     0.000     0.000     0.000
    0.539   -6.1672     0.331     0.302     0.000     0.000     0.000
    0.517   -6.1776     0.332     0.328     0.000     0.000     0.000
    0.495   -6.2045     0.075     0.076     0.361     0.000     0.000
    0.472   -6.2312     0.069     0.068     0.378     0.000     0.000
    0.450   -6.1704     0.328     0.304     0.001     0.000     0.001
    0.428   -6.1635     0.331     0.303     0.000     0.000     0.001
    0.406   -6.1519     0.315     0.284     0.045     0.000     0.000
    0.384   -6.1360     0.328     0.301     0.000     0.000     0.000
    0.362   -6.1202     0.300     0.322     0.000     0.000     0.000
    0.362   -6.1202     0.300     0.322     0.000     0.000     0.000
    0.351   -6.1270     0.295     0.327     0.000     0.000     0.000
    0.340   -6.1293     0.241     0.213     0.148     0.000     0.000
    0.329   -6.1356     0.151     0.143     0.259     0.000     0.000
    0.318   -6.1443     0.292     0.323     0.000     0.000     0.000
    0.307   -6.1540     0.294     0.322     0.000     0.000     0.000
    0.296   -6.1645     0.295     0.331     0.000     0.000     0.000
    0.285   -6.1756     0.296     0.325     0.000     0.000     0.000
    0.274   -6.1874     0.295     0.330     0.000     0.000     0.000
    0.263   -6.2082     0.298     0.328     0.000     0.000     0.000
    0.252   -6.2384     0.333     0.313     0.000     0.000     0.000
    0.241   -6.2527     0.369     0.297     0.000     0.000     0.000
    0.230   -6.2436     0.361     0.301     0.000     0.000     0.000
    0.230   -6.2436     0.361     0.301     0.000     0.000     0.000
    0.210   -6.2442     0.297     0.328     0.000     0.000     0.000
    0.191   -6.2261     0.302     0.325     0.000     0.000     0.000
    0.172   -6.2343     0.307     0.324     0.000     0.000     0.000
    0.153   -6.2297     0.311     0.320     0.000     0.000     0.000
    0.134   -6.2219     0.143     0.133     0.270     0.000     0.000
    0.115   -6.1984     0.336     0.313     0.000     0.000     0.000
    0.096   -6.1942     0.339     0.314     0.000     0.000     0.000
    0.077   -6.2023     0.256     0.346     0.000     0.000     0.000
    0.057   -6.1915     0.255     0.345     0.000     0.000     0.000
    0.038   -6.2032     0.228     0.310     0.050     0.000     0.000
    0.019   -6.2223     0.312     0.330     0.009     0.000     0.000
    0.000   -6.2387     0.327     0.334     0.000     0.000     0.000
 
# Band-Index   95
    0.000   -6.1598     0.337     0.300     0.000     0.000     0.000
    0.019   -6.1817     0.334     0.295     0.001     0.000     0.000
    0.038   -6.2024     0.291     0.313     0.040     0.000     0.000
    0.057   -6.1877     0.328     0.303     0.002     0.000     0.000
    0.077   -6.1981     0.332     0.301     0.000     0.000     0.001
    0.096   -6.1924     0.328     0.327     0.001     0.000     0.000
    0.115   -6.1982     0.078     0.074     0.363     0.000     0.000
    0.134   -6.2210     0.125     0.116     0.290     0.000     0.000
    0.153   -6.2036     0.317     0.321     0.000     0.000     0.000
    0.172   -6.2147     0.313     0.324     0.000     0.000     0.000
    0.191   -6.2255     0.313     0.285     0.046     0.000     0.000
    0.210   -6.2399     0.328     0.301     0.000     0.000     0.001
    0.230   -6.2410     0.316     0.306     0.000     0.000     0.000
    0.230   -6.2410     0.316     0.306     0.000     0.000     0.000
    0.241   -6.2303     0.297     0.328     0.000     0.000     0.000
    0.252   -6.2172     0.293     0.330     0.000     0.000     0.000
    0.263   -6.2040     0.270     0.300     0.040     0.000     0.000
    0.274   -6.1702     0.077     0.076     0.359     0.000     0.000
    0.285   -6.1458     0.334     0.303     0.000     0.000     0.000
    0.296   -6.1349     0.374     0.298     0.000     0.000     0.000
    0.307   -6.1327     0.374     0.298     0.000     0.000     0.000
    0.318   -6.1302     0.372     0.293     0.000     0.000     0.000
    0.329   -6.1274     0.367     0.300     0.000     0.000     0.000
    0.340   -6.1250     0.337     0.318     0.000     0.000     0.000
    0.351   -6.1221     0.342     0.312     0.000     0.000     0.000
    0.362   -6.1189     0.367     0.298     0.000     0.000     0.000
    0.362   -6.1189     0.367     0.298     0.000     0.000     0.000
    0.384   -6.1112     0.356     0.303     0.000     0.000     0.000
    0.406   -6.1039     0.354     0.302     0.000     0.000     0.000
    0.428   -6.0998     0.297     0.326     0.001     0.000     0.000
    0.450   -6.1494     0.034     0.031     0.407     0.000     0.000
    0.472   -6.2294     0.155     0.144     0.253     0.000     0.000
    0.495   -6.2032     0.337     0.308     0.000     0.000     0.000
    0.517   -6.1764     0.338     0.310     0.000     0.000     0.000
    0.539   -6.1660     0.257     0.342     0.001     0.000     0.000
    0.561   -6.1888     0.244     0.336     0.011     0.000     0.000
